App Id,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Price,Size
com.jymstudio.wamo1001.pittsburgh.radio,0,0,100+,100,105,0,4.9M
chlink.app.chlink,0,0,100+,100,138,0,10M
com.fitnessmobileapps.bromleytenniscentre,0,0,10+,10,47,0,29M
com.estudioalfa.gestorapps.lasallejoven,0,0,100+,100,407,0,6.1M
com.fashidwholesale.fashidwholelsalereselling,3.8,89,"5,000+",5000,6844,0,5.2M
uk.polypack.cats,3.3,72,"10,000+",10000,22664,0,47M
fast.explorer.web.browser,4.4,103945,"10,000,000+",10000000,13629503,0,6.8M
sistemavitto.artegourmet,5,6,500+,500,935,0,20M
com.cybernautica.solitaire.cards,4.5,2523,"500,000+",500000,721230,0,28M
com.foursgames.spidermaster,0,0,"1,000+",1000,2674,0,20M
com.nationalanthem.bhutansongs,0,0,100+,100,238,0,4.3M
com.untoma1gh.oneghanamarket,0,0,100+,100,310,0,1.9M
smallhubsgabrielle.hongloumeng,0,0,100+,100,396,0,4.3M
nl.inproman.gofilex,0,0,100+,100,400,0,31M
com.cyberschool.acadiaparish,0,0,5+,5,9,0,16M
com.sherrihill.android_app_consumer,2.1,9,"1,000+",1000,1435,0,20M
com.meuvesti.blubetty,0,0,"1,000+",1000,1745,0,10M
com.slapphub.examresults,4.3,38,"5,000+",5000,8258,0,4.5M
com.logapps.aewenradio,0,0,100+,100,260,0,3.6M
com.OnlineShop.sanjay,0,0,5+,5,7,0,6.5M
com.zenpepperapp.gothamsdeli,0,0,5+,5,5,0,28M
br.com.tine,4.2,12,"1,000+",1000,1445,0,14M
com.sjdelivery.customerapp,0,0,50+,50,57,0,37M
com.attendify.conf656enj,0,0,50+,50,51,0,107M
com.bhappdevelopment.balancedhealthlimited,0,0,50+,50,55,0,9.5M
com.newbgames.hallways,0,0,10+,10,11,0,23M
com.dominqueponce.bolemvnprendstamonnaie,0,0,100+,100,306,0,7.1M
com.vjy.cekpajakkalimantantengah,2.2,17,"1,000+",1000,4473,0,5.3M
appinventor.ai_venky2063.Project17,0,0,10+,10,33,0,3.3M
com.foolpeach.customerrelationship,0,0,10+,10,37,0,12M
com.actus.faceafrique,4.4,246,"50,000+",50000,54272,0,9.5M
indian.desigirlsbhabhilivehotchat,5,85,500+,500,669,0,9.3M
com.pressbible.view,4.7,32,"100,000+",100000,406797,0,44M
id.compro.lumajanguntukkita,5,7,100+,100,112,0,16M
gold.rose.goldroselivewallpaper,5,187,"1,000+",1000,2834,0,8.6M
com.mcb.parentrockwell,4.1,111,"1,000+",1000,2901,0,9.0M
com.realhollywoodstarz.app,0,0,5+,5,9,0,2.4M
com.empatstickers.stickers,3.7,11,"1,000+",1000,4273,0,6.4M
com.tg.cargoshipmanual2crane,3.9,329,"50,000+",50000,74761,0,95M
com.littlecloud.android.smartgyro,2,259,"10,000+",10000,40256,0,14M
com.OpenAR.Myco4Vet,0,0,10+,10,24,0,46M
tw.org.iii.iiiandroid6,0,0,10+,10,14,0,2.9M
com.dinsafer.novaproplus4g,0,0,100+,100,132,0,56M
com.bonacasa.wiesendangen,0,0,10+,10,26,0,21M
fi.dna.omadna,3.9,440,"100,000+",100000,174403,0,60M
psyberia.alpinequest.free,4.5,11652,"1,000,000+",1000000,1780972,0,6.7M
org.lordsapps.www.android59fcb6180230f,4.7,69,"1,000+",1000,3726,0,6.9M
com.vestedapps.western.movie,3.8,57,"10,000+",10000,12293,0,5.8M
fr.feelity.timsport.timmanager,0,0,1+,1,2,0,38M
com.yukngaji.kajianMaulanaTareqJameel,0,0,100+,100,225,0,3.6M
com.keith_magee.traveltips,4.8,25,100+,100,462,0,44M
com.phatgiao.nhacthanchuphatgiao,0,0,100+,100,154,0,27M
com.makeshop.powerapp.cjw1023,0,0,"1,000+",1000,1977,0,3.8M
com.aso.aeropuerto,0,0,5+,5,5,0,3.8M
happy.new.year2019.live.wallpaper,4.3,3309,"1,000,000+",1000000,1300755,0,15M
mahabharat.arjun.warrior,4.3,8245,"100,000+",100000,303393,0,30M
com.evancejaye.tatua3kenya,4.1,70,"5,000+",5000,8971,0,1.9M
com.theoldfarmshed,0,0,5+,5,7,0,39M
com.sptech.speedtest,0,0,10+,10,23,0,6.2M
vn.com.teen2.club,3.2,1541,"50,000+",50000,86993,0,23M
de.facentis.meinlotto,3.9,20,"1,000+",1000,2236,0,3.8M
com.fanfan.rwuandaradios,0,0,10+,10,24,0,5.3M
com.gmail.tderioan.easystudio,4.8,6,100+,100,229,0,2.0M
com.bestridesimulators.theme.park.simulator.game,3.8,1158,"10,000+",10000,23644,0.99,36M
com.sktelecom.myinitial,3,191,"100,000+",100000,128233,0,95M
com.PD.columbiaradio.southcarolinaradiostations,0,0,10+,10,13,0,6.7M
com.x3ms.flexmobility,0,0,100+,100,285,0,62M
com.alphaway.fashionidol,3.6,4020,"100,000+",100000,491635,0,71M
